id;v0;v01;v11;v12;v13;v2;size;realsize;gifsize
1;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;17834676;19988720;48527726;
2;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;14568945;15805960;41323416;
3;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;17834676;18927093;47277990;
4;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;13824717;14106637;37335612;
5;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;10558986;10672131;30844564;
6;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;13824717;13823445;36803037;
