19738944	19471605	0.9864562
3896977	4844429	1.2431248
2953024	3688403	1.2490257
10619542	14017941	1.3200138
12735291	13428326	1.0544184
11375833	12635185	1.1107042
9677642	13121101	1.3558159
11262494	10089315	0.89583313
21469990	25092333	1.1687165
10789705	14219202	1.317849
11455446	15003803	1.3097528
12967568	13716753	1.0577737
2890910	3577043	1.2373415
20060350	23412873	1.1671218
1232504	1347836	1.0935754
11254021	10051518	0.893149
11972027	12589647	1.0515885
18876657	18551682	0.98278433
12437714	13075531	1.0512809
18437353	18080587	0.98064995
9724400	10718192	1.1021957
1868354	2010160	1.0758989
11455446	15003803	1.3097528
13084090	13897470	1.0621656
20860523	20824932	0.9982938
20215157	19997092	0.9892129
2127646	2744169	1.2897676
12549682	11594593	0.92389536
19103094	18814053	0.98486936
19224446	23174373	1.2054638
12010312	10860544	0.90426826
11495814	12539859	1.0908196
170163	180052	1.0581149
9428876	10407377	1.103777
10851819	14291137	1.3169347
20166346	23486090	1.164618
10312121	9029732	0.87564254
1112063	1188736	1.0689466
19738944	19471605	0.9864562
18516966	18176564	0.98161674
18685076	20900136	1.118547
3519787	3921461	1.1141188
2953024	3688403	1.2490257
13194005	12284448	0.9310629
8204845	9095751	1.108583
9380065	12848343	1.3697499
1698191	1829665	1.07742
3160096	3540908	1.1205065
18516966	18176564	0.98161674
12422268	11460990	0.92261654
10492128	13857342	1.320737
10604096	11809574	1.1136804
2705301	3055988	1.1296296
18267190	17895634	0.9796599
10968341	14434818	1.3160439
19648394	19374583	0.9860645
11016142	12246452	1.1116825
10618171	9393807	0.88469166
1814713	1970054	1.0856009
19441367	19141364	0.9845688
8952663	9898501	1.1056488
3250601	4047173	1.2450538
3763723	4196728	1.115047
2308701	2978421	1.2900852
8672585	9598002	1.106706
3466146	3883292	1.1203487
3181514	3581518	1.1257275
20456950	20414854	0.9979422
19685303	19424231	0.9867377
8125232	9011708	1.1091017
18913566	18618051	0.98437554
2345610	2674265	1.1401149
10374235	9093909	0.87658596
20528090	24004169	1.1693327
19441367	19141364	0.9845688
9237295	10199378	1.1041521
2218196	2529620	1.1403952
8899022	9844095	1.1061996
10671812	9409162	0.88168365
8952663	9898501	1.1056488
9543345	10527486	1.1031233
10207496	13578756	1.3302729
12538790	11627755	0.92734265
11262494	10089315	0.89583313
12025668	12642157	1.0512644
9146745	10091155	1.103251
13310527	12453778	0.9356337
13196058	12321307	0.9337112
13741358	14679277	1.0682552
10240981	8980817	0.8769489
11262494	10089315	0.89583313
10513546	13928564	1.3248208
21866590	21911318	1.0020455
756291	825534	1.0915561
21336736	21342861	1.000287
10200613	11224928	1.100417
18743403	18427883	0.98316634
1418113	1529799	1.0787568
11560071	10393157	0.8990565
2011124	2609184	1.297376
Time	to	generate	100	variants	:	7148001ms
