20302764	17764703	0.87498945
37602632	38675989	1.0285447
34899844	36526567	1.0466112
16574939	16352292	0.98656726
19017210	19751062	1.0385889
31521078	36077383	1.1445479
30415461	30603576	1.0061849
31118071	30583590	0.9828241
38146547	38956640	1.0212363
27445730	31973480	1.164971
18659800	16973174	0.90961176
30467892	32284518	1.0596243
20705638	18631588	0.89983165
34553832	41104101	1.1895671
16072628	18288815	1.1378858
23887207	23620506	0.9888349
18413678	19472891	1.0575233
25550056	26923967	1.0537734
29681449	29115992	0.98094916
25123382	26155764	1.0410925
25231122	27180871	1.0772756
17652509	16337533	0.9255077
6057848	6637540	1.0956928
8928882	8238961	0.9227315
25883407	29598408	1.1435282
25955535	30393355	1.1709778
33884563	35591948	1.0503882
24556365	24194906	0.98528045
27559077	32538689	1.1806886
23851557	28459203	1.1931802
32944098	39504044	1.1991235
34148135	38089177	1.1154101
20344141	24111821	1.1851974
35717572	40161854	1.1244285
35583788	37033062	1.0407286
32375294	33763499	1.0428785
15186788	16760729	1.1036389
28525284	33942903	1.1899234
28228595	30345850	1.0750039
24194685	25779956	1.0655215
35016517	35525275	1.0145291
23955128	25441582	1.0620517
12827625	14052454	1.0954837
15154104	16427034	1.083999
16458120	17415118	1.0581474
7239115	7364808	1.0173631
30119148	30596416	1.015846
25861646	28556469	1.1042014
39730715	41443482	1.0431093
59398612	64683037	1.0889654
19745951	21155707	1.0713947
27511488	30223568	1.0985799
35804417	42694674	1.1924415
37708735	39164631	1.038609
9945983	9983443	1.0037663
37504882	38040260	1.014275
32127374	35336904	1.0999001
8698410	8957828	1.0298237
6823769	7026069	1.0296464
37002525	42949809	1.1607264
22710192	25119083	1.106071
22968016	27777886	1.209416
13042904	14494845	1.1113204
36197481	38106050	1.0527265
26179383	29036999	1.1091552
71985603	82418098	1.1449248
26925218	28769082	1.068481
34508872	34722278	1.0061841
28401601	32847820	1.1565483
25748239	25295417	0.9824134
31159275	36641549	1.1759435
27824654	30253484	1.0872905
13859605	15239391	1.0995545
16224263	16006440	0.98657423
27319699	31647726	1.1584214
26577867	30520940	1.1483592
44929458	51551503	1.1473876
23372929	23341739	0.99866563
35977006	39995526	1.1116968
37063272	41812785	1.128146
13677921	15906658	1.1629441
29185184	31657093	1.0846974
27424850	31089851	1.133638
35932880	37688688	1.0488635
74401047	77396527	1.0402613
30335844	31964170	1.0536766
19329992	19556859	1.0117366
19360028	17040340	0.88018155
13237423	14556219	1.0996263
26979619	30119592	1.1163831
21954655	25754301	1.1730678
26627348	28172643	1.0580342
34202172	41556119	1.2150141
22891041	22468332	0.9815339
30048391	36485263	1.2142168
33190653	33450070	1.007816
24162456	27027654	1.1185806
13802215	14745783	1.0683635
18166218	16879215	0.9291541
15954846	14456382	0.90608096
26633571	25840826	0.9702351
12315723	12711016	1.0320966
31534171	34343760	1.0890967
34291424	34525614	1.0068295
38868260	44037674	1.1329982
16761598	15505248	0.9250459
22290476	24883058	1.1163089
24152172	25120279	1.0400836
19184145	18279132	0.952825
34676227	38487330	1.1099052
25979761	28271062	1.0881957
8146799	7472669	0.9172522
23787908	27221068	1.1443237
33538491	38395462	1.1448178
16851810	17746008	1.0530624
23351780	27273428	1.1679379
35098423	39856169	1.1355543
26316975	29633399	1.1260184
19432493	21435105	1.1030549
29333643	29876602	1.0185097
31742259	37066180	1.1677234
12842400	14971359	1.1657758
24124566	29510612	1.2232598
26158282	24967316	0.9544708
7761905	7601265	0.9793041
35090085	38503660	1.0972804
29513112	28783735	0.97528636
14117346	16309341	1.1552696
20969756	20094756	0.95827323
19450087	19903936	1.023334
15356260	16561778	1.0785034
17461694	19916443	1.1405791
19845767	21271656	1.0718485
25931761	30416632	1.172949
20922952	19412904	0.92782813
40721839	43708506	1.073343
17355864	19176835	1.1049197
32315974	37392361	1.157086
26199283	28547345	1.0896231
15947855	18855813	1.1823416
35152597	40996877	1.1662545
25804288	27218572	1.0548081
33640756	32972934	0.98014843
27698712	31645075	1.1424747
26003644	24995489	0.9612302
43907196	47010498	1.0706786
46580580	49323558	1.0588868
34552501	35370504	1.0236742
22680212	20890064	0.92107004
10321073	10747758	1.0413412
14793546	16712883	1.1297415
34010460	37148233	1.092259
24232936	26191192	1.0808097
41986811	44701956	1.0646666
19126127	20594502	1.0767732
16561314	17416605	1.0516438
26432161	26262182	0.99356925
34805767	38866053	1.1166555
19193804	17490669	0.9112664
34808142	36541953	1.0498104
24679424	30741412	1.2456292
12986187	12506126	0.96303296
27916939	30561352	1.0947243
35619159	35033766	0.9835653
27006675	25829575	0.95641446
21687715	27022655	1.245989
25248108	27245244	1.0791004
37280344	39135925	1.0497737
25053460	26865779	1.0723381
30488431	32434158	1.0638185
26766653	26873690	1.0039989
35494902	39600250	1.1156601
21687720	23110772	1.0656155
29353325	34732373	1.1832517
29641888	33942727	1.1450933
17827969	18857057	1.0577233
16344229	18670827	1.1423498
18285917	21080676	1.1528368
25740051	30075205	1.1684204
26498625	26502488	1.0001458
8458405	8532755	1.00879
26548326	28492145	1.0732181
26549354	28462035	1.0720425
37478124	43268312	1.1544951
24034732	28424990	1.1826631
43880447	47223532	1.0761862
18074199	18429516	1.0196587
28073085	30494829	1.0862657
66263544	72650206	1.0963827
35054280	35796652	1.0211778
39075495	42952284	1.0992128
28198099	31563868	1.1193615
21951541	20116112	0.91638726
11158872	10487389	0.9398252
35807883	35846103	1.0010674
70560208	73811027	1.0460715
33961385	40809616	1.2016476
35285288	41384539	1.1728554
15319136	17621986	1.1503251
16973055	17219061	1.0144938
28008318	28216878	1.0074464
70606597	71858222	1.0177268
15980092	16795615	1.0510337
33177289	39964337	1.2045691
25173977	24121936	0.9582092
46874194	49412616	1.0541539
26603006	25867335	0.97234637
25257802	26642134	1.0548081
62286563	68024098	1.092115
29157921	31405697	1.0770897
12431379	13971070	1.1238552
18534216	16631819	0.8973576
25564118	28091670	1.0988711
29091676	33210514	1.1415813
25876723	30782489	1.1895821
37385155	39320885	1.051778
29622727	29101972	0.9824204
21958627	21796214	0.99260366
22644062	26763469	1.1819199
20795377	23254468	1.1182519
27236196	28824026	1.0582985
22008529	23076489	1.0485249
34359182	35238297	1.0255859
37632136	42848980	1.1386274
36018966	40569621	1.1263404
14952625	15757216	1.0538094
22857534	25496459	1.115451
26948552	28678429	1.0641918
41483633	44410474	1.0705541
37693584	38994802	1.0345209
17475714	19376263	1.1087538
33979540	41739364	1.2283676
28521724	28826825	1.0106971
25083100	27748491	1.1062624
12427022	12403783	0.99812996
33997364	39095934	1.1499696
26916736	28524107	1.0597165
15165068	16214311	1.0691881
15365601	14305708	0.9310217
24131227	26268438	1.0885662
38622065	39878266	1.0325254
Time to generate 350 variants : 102489928ms
