17356325	18927217	1.0905083
22366097	27405912	1.2253329
28714965	31399241	1.09348
44075788	47506939	1.0778466
23909596	25401110	1.0623814
34110534	35312726	1.035244
26355504	28231299	1.0711728
29434258	28570170	0.97064346
13496185	11986078	0.8881086
23256578	27410596	1.1786169
24364736	28976750	1.1892905
22791346	24817594	1.0889043
14702112	15195617	1.033567
27145788	27420768	1.0101297
29515834	28928835	0.98011243
9693951	9777832	1.0086529
23416759	25334601	1.0819004
27675265	26450140	0.95573217
21907929	19705853	0.899485
15951047	16919859	1.0607367
30100235	32269416	1.0720652
25340550	26959974	1.0639064
28652862	31619548	1.1035389
21694332	22112802	1.0192894
35849802	39178729	1.0928576
33046221	39131176	1.1841347
21537200	22706786	1.0543054
19340700	24100442	1.2460998
12587705	12862993	1.0218695
22505840	22060049	0.9801922
23607814	25225065	1.0685048
39341076	40931340	1.0404224
31887895	32400632	1.0160793
29967645	32899033	1.0978184
22678465	24441411	1.0777366
32271398	36467676	1.1300309
23525593	28517248	1.2121798
29967945	33934338	1.1323545
30215366	29849146	0.9878797
18123927	18257446	1.0073669
25606959	27998287	1.0933858
33030680	36844019	1.1154485
35484806	40214822	1.133297
22695373	24269819	1.0693731
34475974	38972327	1.1304199
29280482	27645710	0.94416857
15629583	18327366	1.1726075
26452490	31247993	1.1812874
19163294	20062828	1.0469404
33735138	37982243	1.1258957
36614260	37881313	1.0346054
26475847	25591185	0.966586
27392887	31417405	1.1469183
33807954	38548095	1.140208
27947312	30529502	1.092395
21894887	23901913	1.0916663
22140769	23777752	1.0739353
7627217	7096052	0.93035924
14213726	15231633	1.0716144
37678224	42999422	1.1412275
21263982	24854046	1.1688331
16934662	17366676	1.0255107
14602105	15193082	1.040472
18115872	18781528	1.0367444
18135149	19138841	1.0553452
37654641	39489763	1.0487356
42226795	45646030	1.0809731
33411165	40364866	1.208125
32611435	33747749	1.0348439
17469481	18288043	1.0468568
36824872	37709953	1.0240349
34657831	38601956	1.1138018
35562467	37291735	1.0486262
13743970	14818099	1.0781528
31775075	35785043	1.1261985
31065339	37389781	1.2035851
44001383	51045634	1.1600915
9963497	8979873	0.90127724
28310482	31463129	1.1113597
30070723	32027623	1.0650766
22226367	24078660	1.0833375
19404437	22143965	1.1411805
22899313	24289108	1.0606916
36768363	37771112	1.027272
25250898	27393802	1.0848645
32724355	34813935	1.063854
28652999	29173922	1.0181804
27011920	28125850	1.0412384
34773097	39975820	1.1496192
8330671	8248723	0.9901631
33324421	38021943	1.1409634
15155633	16913014	1.1159556
21583686	23285276	1.0788369
29915225	35153058	1.1750891
29150178	29228739	1.0026951
24451276	28953792	1.1841424
21072956	21395663	1.0153139
37230419	40385997	1.084758
16958433	18014644	1.0622824
45692713	52742784	1.1542932
36505046	40674627	1.1142193
7424249	6757549	0.91019964
9693805	9390241	0.96868473
36601029	40156683	1.0971464
28590700	28573706	0.9994056
5780497	5838582	1.0100484
29614006	29349447	0.99106646
35769124	37189125	1.0396991
17009698	17785023	1.0455815
