id,v1,v2,v31,v32,v4,size,realSize
1,TRUE,FALSE,FALSE,TRUE,TRUE,59729563,100276895
2,TRUE,TRUE,FALSE,TRUE,TRUE,74652513,134103988
3,TRUE,FALSE,TRUE,FALSE,TRUE,43242619,75960886
4,TRUE,TRUE,TRUE,FALSE,TRUE,58165569,109790837
