id;v0;v01;v11;v12;v13;v2;size;realsize;gifsize
1;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;19735272;21956618;40732152;
2;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;16125060;17365089;33740741;
3;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;19735272;20771302;40249782;
4;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;15394466;15678877;31093239;
5;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;11784254;11896682;24899480;
6;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;15394466;15393202;31045371;
