id;v0;v01;v11;v12;v13;v2;size;realSize
0;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;1.6603737E7;1.5850681E7
1;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;1.1419746E7;1.0869052E7
2;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;1.1739478E7;1.1412618E7
3;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;6555487.0;6429899.0
4;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;1.2604352E7;1.2361196E7
5;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;7420361.0;7346955.0
