id;v0;v01;v11;v12;v13;v2;size;realSize
0;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;1.5424572E7;1.6112466E7
1;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;1.0170479E7;1.1033145E7
2;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;1.1690558E7;1.162002E7
3;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;6436465.0;6511256.0
4;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;1.2404768E7;1.2531253E7
5;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;7150675.0;7425326.0
