id;v0;v01;v11;v12;v13;v2;size;realSize
0;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;1.5187028E7;1.4415773E7
1;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;1.0768916E7;1.0212684E7
2;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;1.0230117E7;9915125.0
3;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;5812005.0;5710790.0
4;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;1.1115138E7;1.092406E7
5;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;6697026.0;6692390.0
