id;v0;v01;v11;v12;v13;v2;size;realSize
0;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;1.6656816E7;1.5801687E7
1;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;1.1494786E7;1.0862726E7
2;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;1.1789832E7;1.1327753E7
3;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;6627802.0;6387686.0
4;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;1.2747092E7;1.2269979E7
5;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;7585062.0;7301828.0
