id;v0;v01;v11;v12;v13;v2;size;realSize
0;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;1.6570955E7;1.578051E7
1;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;1.1422126E7;1.084896E7
2;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;1.1680503E7;1.1311329E7
3;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;6531674.0;6378880.0
4;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;1.2553484E7;1.2249976E7
5;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;7404655.0;7286145.0
